law_id,law_name,hoofdstuk,hoofdstuk_titel,afdeling,afdeling_titel,paragraaf,paragraaf_titel,subparagraaf_titel,titel_titel,artikel,article_name,text
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Artikel1,,,,Artikel 1,Begripsomschrijvingen,"Voor de toepassing van het bij of krachtens deze wet bepaalde wordt verstaan onder: Onze Minister: Onze Minister van Binnenlandse Zaken en Koninkrijksrelaties; Rijksvertegenwoordiger: Rijksvertegenwoordiger voor de openbare lichamen Bonaire, Sint Eustatius en Saba; pensioengerechtigde leeftijd: de pensioengerechtigde leeftijd, bedoeld in artikel 7a van de Algemene Ouderdomswet; pensioenrichtleeftijd: de pensioenrichtleeftijd, bedoeld in artikel 18a van de Wet op de loonbelasting 1964, zoals dat artikel luidde op de dag voorafgaand aan het tijdstip van inwerkingtreding van de Wet toekomst pensioenen. Voor zover de voor uitkering en pensioen in aanmerking komende tijd kalenderjaren of kalendermaanden omvat, wordt deze tijd uitgedrukt in jaren, onderscheidenlijk maanden voor uitkering en pensioen in aanmerking komende tijd. De overige tijd wordt uitgedrukt in gedeelten van jaren, onderscheidenlijk gedeelten van maanden, waarbij het jaar op 12 maanden en de maand op 30 dagen wordt gesteld. Voor de toepassing van het bij of krachtens deze wet bepaalde worden onder pensioen tevens begrepen de toeslagen die in deze wet als zodanig zijn aangeduid, tenzij uit de desbetreffende bepalingen het tegendeel blijkt."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Artikel2,,,,Artikel 2,,"In deze wet en de daarop berustende bepalingen wordt verstaan onder: aanmelding: aanmelding als bedoeld in artikel 2a; partner: de persoon die met een politieke ambtsdrager, gewezen politieke ambtsdrager of gepensioneerde een huwelijk of een geregistreerd partnerschap is aangegaan, dan wel de persoon, die is aangemeld op de wijze, bedoeld in artikel 2a; partnerschap: het huwelijk, het geregistreerd partnerschap of de relatie tussen de aanmelder en degene die als zijn partner is aangemeld op de wijze, bedoeld in artikel 2a; pensioengeldige tijd: de tijd waarover pensioenaanspraken zijn opgebouwd op grond van deze wet. Onder politieke ambtsdrager wordt verstaan voor de toepassing van de tweede afdeling van deze wet: minister; de derde afdeling van deze wet: lid van de Tweede Kamer der Staten-Generaal; de vierde afdeling van deze wet: minister of lid van de Tweede Kamer der Staten-Generaal; de vijfde afdeling van deze wet: commissaris van de Koning, lid van gedeputeerde staten, burgemeester, wethouder, lid van het dagelijks bestuur van een deelgemeente in de zin van hoofdstuk V, paragraaf 2, van de Gemeentewet, zoals deze paragraaf luidde op de dag voorafgaand aan de datum van de verkiezing van de gemeenteraden in 2014, voorzitter of lid van het dagelijks bestuur van een waterschap of de Rijksvertegenwoordiger.  Waar in deze wet betekenis toekomt aan het gegeven dat een belanghebbende gehuwd is, gehuwd is geweest of een huwelijk aangaat, wordt mede begrepen onder gehuwd: als partner geregistreerd, respectievelijk onder huwelijk: geregistreerd partnerschap. In deze wet en de daarop berustende bepalingen wordt onder: ouderdomspensioen mede verstaan eigen pensioen als bedoeld in deze wet, zoals deze luidde voor 1 juli 2022; partnerpensioen mede verstaan nabestaandenpensioen als bedoeld in deze wet, zoals deze luidde voor 1 juli 2022."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Paragraaf,Aanmelding,,,Artikel 2a,,"De politieke ambtsdrager, bedoeld in artikel 2, tweede lid, onder a en b, alsmede de Rijksvertegenwoordiger kan bij Onze Minister één man of vrouw aanmelden, indien hij en deze man of vrouw: beiden als ingezetene met het zelfde woonadres in de basisregistratie personen zijn ingeschreven; zich bij een notarieel verleden samenlevingscontract tegenover elkaar hebben verplicht om wederkerig bij te dragen in de kosten van levensonderhoud; beiden ongehuwd zijn; beiden ten tijde van de aanmelding achttien jaar of ouder zijn en geen bloed- of aanverwanten in de rechte lijn zijn. Een gewezen politieke ambtsdrager als bedoeld in het eerste lid kan, voordat hij de pensioengerechtigde leeftijd heeft bereikt, eveneens een aanmelding doen als bedoeld in dat lid. Degene die een aanmelding doet, voegt daarbij een gewaarmerkt afschrift van de benodigde gegevens uit de basisregistratie personen waaruit blijkt dat is voldaan aan de voorwaarde, gesteld in het eerste lid, onder a, alsmede een afschrift van het contract, bedoeld in het eerste lid, onder b, dan wel een uittreksel daaruit of een verklaring van een notaris dienaangaande, waaruit de wederzijdse onderhoudsplichtigheid blijkt. Indien aan de voorwaarden voor aanmelding, gesteld in het eerste lid, niet wordt voldaan, weigert Onze Minister de aanmelding. Onze Minister kan regels stellen omtrent de aanmelding door degene die niet als ingezetene in de basisregistratie personen is ingeschreven. De aanmelding eindigt met het doorhalen ervan. Een aanmelding als bedoeld in het eerste lid wordt doorgehaald: op de dag waarop een aanvraag daartoe van degene die de aanmelding heeft gedaan, dan wel van de man of vrouw die is aangemeld, is ontvangen; op de dag van overlijden van de man of vrouw die is aangemeld dan wel van degene die de aanmelding heeft gedaan, of op de dag waarop degene die de aanmelding heeft gedaan, dan wel de man of vrouw die is aangemeld, hetzij in het huwelijk treedt, hetzij partij is bij een volgende aanmelding. Onze Minister kan, indien daartoe aanleiding bestaat, bevestiging vragen of nog aan de voorwaarden voor aanmelding wordt voldaan. Degene die de aanmelding heeft gedaan legt alsdan een schriftelijke verklaring ter zake over van hem en de aangemelde persoon gezamenlijk, alsmede een gewaarmerkt afschrift van de benodigde gegevens uit de basisregistratie personen waaruit blijkt dat aan de voorwaarde, gesteld in het eerste lid, onder a, op het tijdstip van die verklaring wordt voldaan. Indien evenwel in de voorgaande periode het samenlevingscontract een wijziging heeft ondergaan die van belang kan zijn voor de aanmelding, wordt een afschrift van het gewijzigde contract overgelegd dan wel een uittreksel daaruit of een verklaring van een notaris dienaangaande, waaruit blijkt dat nog wordt voldaan aan de voorwaarde, bedoeld in het eerste lid, onderdeel b. Indien de bevestiging niet binnen zes weken wordt gedaan herhaalt Onze Minister zijn in het achtste lid bedoelde vraag. Indien de bevestiging niet binnen drie weken na de herhaalde vraag wordt gegeven, kan Onze Minister de aanmelding op een door hem vast te stellen datum doorhalen. De bedoelde datum is niet gelegen voor de datum waarop de in het achtste lid bedoelde bevestiging is gevraagd. Voor de toepassing van dit artikel ten aanzien van de Rijksvertegenwoordiger, kan voor «basisregistratie personen» telkens worden gelezen: basisadministratie, als bedoeld in artikel 2 van de Wet basisadministratie persoonsgegevens BES."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Paragraaf,Aanmelding,,,Artikel 2b,,"Artikel 2a is van overeenkomstige toepassing op de politieke ambtsdrager, bedoeld in artikel 2, tweede lid, onder d met uitzondering van de Rijksvertegenwoordiger. Voor de toepassing, bedoeld in het eerste lid, treden gedeputeerde staten, het college van burgemeester en wethouders onderscheidenlijk het dagelijks bestuur van het waterschap in de plaats van Onze Minister, uitgezonderd ten aanzien van diens bevoegdheid, gegeven in artikel 2a, vijfde lid."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Artikel3,,,,Artikel 3,Bijzonder partnerpensioen,"De bepalingen van deze wet voor het partnerpensioen zijn van overeenkomstige toepassing op het bijzonder partnerpensioen, tenzij uit de desbetreffende bepalingen het tegendeel blijkt."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Artikel4,,,,Artikel 4,Tijdelijk pensioen,"De bepalingen van deze wet voor het partner- en wezenpensioen zijn van overeenkomstige toepassing op het tijdelijk pensioen, tenzij uit de desbetreffende bepalingen het tegendeel blijkt."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingEerste,Algemene bepalingen,Hoofdstuk1,Algemeen gedeelte,Artikel4a,,,,Artikel 4a,,"Op een bij of krachtens deze wet vastgestelde pensioenregeling zijn de artikelen 47, 53, 55, vierde lid, en 97 van de Pensioenwet van overeenkomstige toepassing."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingTweede,Begripsomschrijvingen,Hoofdstuk2,Ministers en staatssecretarissen,Artikel5,,,,Artikel 5,,"Voor de toepassing van het bij of krachtens deze wet bepaalde wordt onder minister mede verstaan: staatssecretaris. Voor de toepassing van het bij of krachtens deze afdeling bepaalde wordt verstaan onder: gewezen minister: hij die uit hoofde van een ontslag uitzicht heeft op pensioen krachtens deze afdeling; gepensioneerd minister: hij die uit hoofde van een ontslag recht heeft op pensioen krachtens deze afdeling; overheidswerknemer: een overheidswerknemer of een gewezen overheidswerknemer in de zin van de Wet privatisering ABP, die werkzaam was bij het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingTweede,De uitkering,Hoofdstuk3,Ministers en staatssecretarissen,Artikel6,,,,Artikel 6,Het recht op uitkering,"Een minister aan wie door Ons ontslag wordt verleend, heeft met ingang van de dag van zijn ontslag, indien hij nog niet de pensioengerechtigde leeftijd heeft bereikt en hij niet zonder onderbreking weer als minister optreedt, recht op een uitkering op de voet van de volgende artikelen. De uitkering of, na verrekening ingevolge artikel 9, het restant van de uitkering, wordt niet uitbetaald voor de periode dat: de belanghebbende Onze Minister daarom verzoekt; aan de belanghebbende rechtens zijn vrijheid is ontnomen; de belanghebbende zich onttrekt aan de tenuitvoerlegging van een vrijheidsstraf of vrijheidsbenemende maatregel; de belanghebbende buiten Nederland woont of verblijf houdt anders dan wegens vakantie, met dien verstande dat artikel 19, tiende, dertiende en veertiende lid, van de Werkloosheidswet alsmede de regels die op grond van genoemd tiende lid gesteld zijn, van overeenkomstige toepassing zijn; de belanghebbende vakantie geniet buiten de bij algemene maatregel van bestuur gestelde periode. Wij, de Raad van State gehoord, kunnen bepalen dat geen uitkering wordt toegekend, indien de belanghebbende: zich in vreemde krijgsdienst of in vreemde overheidsdienst heeft begeven en naar Ons oordeel zich daardoor uit Nederlands nationaal oogpunt beschouwd onwaardig heeft gedragen; wegens enig strafbaar feit is veroordeeld waaruit naar Ons oordeel blijkt dat hij zich uit Nederlands nationaal oogpunt beschouwd onwaardig heeft gedragen. Het niet uitbetalen van de uitkering op grond van het tweede lid, is niet van invloed op de met toepassing van artikel 7, eerste of tweede lid, berekende duur waarvoor de uitkering is toegekend."
BWBR0002691,Algemene pensioen- en uitkeringswet politieke ambtsdragers,AfdelingTweede,De uitkering,Hoofdstuk3,Ministers en staatssecretarissen,Artikel7,,,,Artikel 7,Duur van de uitkering,"De uitkering wordt toegekend voor een duur gelijk aan de tijd waarin de belanghebbende minister is geweest, maar ten minste voor de duur van twee jaren en ten hoogste voor de duur van drie jaren en twee maanden. Indien de belanghebbende met een of meer onderbrekingen minister is geweest, wordt in aanmerking genomen de tijd gedurende welke hij minister is geweest in een tijdvak, laatstelijk voor zijn ontslag, waarin zijn ministerschap voor ten hoogste een zesde deel van dat tijdvak is onderbroken. In afwijking van het eerste lid wordt de uitkering toegekend voor de duur van zes maanden, indien de belanghebbende korter dan drie maanden minister is geweest. Als de belanghebbende op de datum van zijn ontslag of aftreden vijf jaren of minder verwijderd is van de voor hem van toepassing zijnde pensioengerechtigde leeftijd en hij in de daaraan voorafgaande periode van twaalf jaren ten minste tien jaren Minister is geweest, wordt de uitkering voortgezet tot de pensioengerechtigde leeftijd. Voor de berekening van de uitkeringsduur, bedoeld in het eerste lid, en de tien jaren, bedoeld in het derde lid, wordt met tijd waarin de belanghebbende minister is geweest gelijkgesteld de tijd waarin hij een functie heeft bekleed als genoemd in artikel 2, tweede lid, onder b en d. Indien sprake is van gelijkgestelde tijd als bedoeld in de vorige zin wordt met betrekking tot die tijd op dezelfde wijze als in de tweede zin van het eerste lid rekening gehouden met onderbreking in de uitoefening van deze functies. In geval van tussentijds vervallen van de uitkering krachtens artikel 11, tweede lid, onder b, wordt de volgende uitkering toegekend ten minste tot het tijdstip waarop eerstgenoemde uitkering, indien zij niet was vervallen, zou zijn geëindigd."
